filename,width,height,resolution,magnification,tif_cksum,tif_size,us_wsi_url,us_tif_url,us_jpg_url,eu_wsi_url,eu_tif_url,eu_jpg_url,asia_wsi_url,asia_tif_url,asia_jpg_url
C18_B077_S18.tif,15872,17408,0.22602955996990204,40,2961455581,19326258,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B077_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B077_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B077_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B077_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B077_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B077_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B077_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B077_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B077_S18.jpg
C18_B076_S18.tif,11904,19456,0.22602955996990204,40,1274693222,23682552,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B076_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B076_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B076_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B076_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B076_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B076_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B076_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B076_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B076_S18.jpg
C18_B075_S18.tif,15872,11264,0.22602955996990204,40,3985618115,7643182,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B075_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B075_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B075_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B075_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B075_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B075_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B075_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B075_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B075_S18.jpg
C18_B074_S18.tif,39680,27136,0.22602955996990204,40,1723757734,128201310,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B074_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B074_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B074_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B074_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B074_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B074_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B074_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B074_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B074_S18.jpg
C18_B073_S18.tif,11904,12288,0.22602955996990204,40,568073340,14569358,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B073_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B073_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B073_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B073_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B073_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B073_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B073_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B073_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B073_S18.jpg
C18_B072_S18.tif,67456,60928,0.22602955996990204,40,3070261324,289239394,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B072_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B072_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B072_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B072_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B072_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B072_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B072_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B072_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B072_S18.jpg
C18_B071_S18.tif,11904,13312,0.22602955996990204,40,2305800699,9237040,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B071_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B071_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B071_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B071_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B071_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B071_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B071_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B071_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B071_S18.jpg
C18_B070_S18.tif,19840,11520,0.22602955996990204,40,107903332,13565202,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B070_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B070_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B070_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B070_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B070_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B070_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B070_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B070_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B070_S18.jpg
C18_B069_S18.tif,23808,17664,0.22602955996990204,40,3426640302,34194296,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B069_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B069_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B069_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B069_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B069_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B069_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B069_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B069_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B069_S18.jpg
C18_B068_S18.tif,15872,16384,0.22602955996990204,40,3459463211,13309488,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B068_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B068_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B068_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B068_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B068_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B068_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B068_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B068_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B068_S18.jpg
C18_B067_S18.tif,23808,16640,0.22602955996990204,40,1300088727,24445342,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B067_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B067_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B067_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B067_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B067_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B067_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B067_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B067_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B067_S18.jpg
C18_B066_S18.tif,27776,26112,0.22602955996990204,40,3030126358,58655846,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B066_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B066_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B066_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B066_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B066_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B066_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B066_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B066_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B066_S18.jpg
C18_B065_S18.tif,11904,16128,0.22602955996990204,40,3611966609,18078560,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B065_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B065_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B065_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B065_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B065_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B065_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B065_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B065_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B065_S18.jpg
C18_B064_S18.tif,39680,21760,0.22602955996990204,40,2570473447,58455976,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B064_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B064_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B064_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B064_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B064_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B064_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B064_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B064_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B064_S18.jpg
C18_B063_S18.tif,23808,43008,0.22602955996990204,40,869699558,43291296,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B063_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B063_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B063_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B063_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B063_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B063_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B063_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B063_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B063_S18.jpg
C18_B062_S18.tif,31744,18432,0.22602955996990204,40,3512836381,52220594,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B062_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B062_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B062_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B062_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B062_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B062_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B062_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B062_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B062_S18.jpg
C18_B061_S18.tif,19840,33536,0.22602955996990204,40,4159421217,28173870,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B061_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B061_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B061_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B061_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B061_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B061_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B061_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B061_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B061_S18.jpg
C18_B060_S18.tif,39680,40192,0.22602955996990204,40,2670491787,109996020,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B060_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B060_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B060_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B060_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B060_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B060_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B060_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B060_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B060_S18.jpg
C18_B059_S18.tif,23808,16384,0.22602955996990204,40,1988617147,42430716,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B059_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B059_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B059_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B059_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B059_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B059_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B059_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B059_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B059_S18.jpg
C18_B057_S18.tif,39680,27136,0.22602955996990204,40,3202095242,100494042,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B057_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B057_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B057_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B057_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B057_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B057_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B057_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B057_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B057_S18.jpg
C18_B056_S18.tif,31744,36352,0.22602955996990204,40,219150968,50532832,s3://drivendata-competition-sfp-public/unlabeled/wsi_images/C18_B056_S18.ndpi,s3://drivendata-competition-sfp-public/unlabeled/tif_images/C18_B056_S18.tif,s3://drivendata-competition-sfp-public/unlabeled/downsampled_images/C18_B056_S18.jpg,s3://drivendata-competition-sfp-public-eu/unlabeled/wsi_images/C18_B056_S18.ndpi,s3://drivendata-competition-sfp-public-eu/unlabeled/tif_images/C18_B056_S18.tif,s3://drivendata-competition-sfp-public-eu/unlabeled/downsampled_images/C18_B056_S18.jpg,s3://drivendata-competition-sfp-public-asia/unlabeled/wsi_images/C18_B056_S18.ndpi,s3://drivendata-competition-sfp-public-asia/unlabeled/tif_images/C18_B056_S18.tif,s3://drivendata-competition-sfp-public-asia/unlabeled/downsampled_images/C18_B056_S18.jpg
